kind,name,status,files,lat,lon,count,events,details
bus_stop,九睦路九沙大道口,candidate,01.csv,30.3109261,120.267173,,1,停靠1次，累计20秒
bus_stop,九莲新村,candidate,03.csv,30.2792051,120.1293517,,1,停靠1次，累计20秒
bus_stop,九莲新村西,candidate,03.csv,30.2807533,120.1251088,,1,停靠1次，累计80秒
bus_stop,五福新村,candidate,02.csv,30.2691423,120.2066436,,1,停靠1次，累计20秒
bus_stop,南山路万松岭路口,candidate,05.csv,30.2370281,120.1520115,,1,停靠1次，累计40秒
bus_stop,吴山广场北,candidate,02.csv,30.2450483,120.1598198,,1,停靠1次，累计30秒
bus_stop,大东门,candidate,03.csv,30.2656398,120.1715117,,1,停靠1次，累计30秒
bus_stop,定海村,candidate,02.csv,30.2589097,120.203433,,1,停靠1次，累计40秒
bus_stop,岳坟,candidate,05.csv,30.2544014,120.12821,,1,停靠1次，累计30秒
bus_stop,庆春广场,candidate,05.csv,30.2620488,120.1996136,,1,停靠1次，累计20秒
bus_stop,建北桥,candidate,03.csv,30.2807861,120.1723933,,1,停靠1次，累计60秒
bus_stop,建国北路文晖路口,candidate,03.csv,30.2829456,120.1725206,,1,停靠1次，累计40秒
bus_stop,德胜东路九环路口,candidate,04.csv,30.3131518,120.2524213,,1,停靠1次，累计20秒
bus_stop,打铁关,candidate,03.csv,30.2868553,120.1716918,,1,停靠1次，累计30秒
bus_stop,打铁关,candidate,03.csv,30.2878388,120.1721802,,1,停靠1次，累计40秒
bus_stop,政新花园,candidate,03.csv,30.2914457,120.0932425,,1,停靠1次，累计20秒
bus_stop,政新花园,candidate,03.csv,30.2940968,120.0932933,,1,停靠1次，累计20秒
bus_stop,政新花园,candidate,03.csv,30.2921961,120.093382,,1,停靠1次，累计40秒
bus_stop,文三路,candidate,03.csv,30.2791646,120.1248967,,1,停靠1次，累计120秒
bus_stop,文新,candidate,03.csv,30.2915173,120.0933601,,1,停靠1次，累计30秒
bus_stop,新塘,candidate,02.csv,30.2785564,120.2027257,,1,停靠1次，累计30秒
bus_stop,新塘路凤起东路口,candidate,02.csv,30.2651898,120.2030968,,1,停靠1次，累计50秒
bus_stop,新塘路凤起东路口,candidate,02.csv,30.2646624,120.2035118,,1,停靠1次，累计50秒
bus_stop,普庆路资福街口,candidate,03.csv,30.3145938,120.2438217,,1,停靠1次，累计30秒
bus_stop,普福村,candidate,01.csv,30.311241,120.2379477,,1,停靠1次，累计40秒
bus_stop,杭州花圃,candidate,05.csv,30.2498964,120.1262016,,1,停靠1次，累计50秒
bus_stop,树园,candidate,03.csv,30.2707461,120.1755587,,1,停靠1次，累计50秒
bus_stop,潮鸣寺巷,candidate,03.csv,30.2650147,120.1759203,,1,停靠1次，累计20秒
bus_stop,相国井,candidate,03.csv,30.2526675,120.1609781,,1,停靠1次，累计20秒
bus_stop,章家坝小区,candidate,05.csv,30.2804881,120.2129388,,1,停靠1次，累计30秒
bus_stop,绿谷巷北口,candidate,04.csv,30.3154552,120.2490842,,1,停靠1次，累计50秒
bus_stop,艮新天桥南,candidate,05.csv,30.2773901,120.2030012,,1,停靠1次，累计30秒
bus_stop,节能公司,candidate,03.csv,30.2845777,120.1178172,,1,停靠1次，累计20秒
bus_stop,莫衙营,candidate,03.csv,30.2744864,120.1753154,,1,停靠1次，累计40秒
bus_stop,运新花苑南,candidate,04.csv,30.2750318,120.2247256,,1,停靠1次，累计80秒
bus_stop,采荷新村,candidate,05.csv,30.2572881,120.1958804,,1,停靠1次，累计20秒
bus_stop,钱塘门外,candidate,05.csv,30.2624723,120.1533254,,1,停靠1次，累计20秒
bus_stop,钱景社区,candidate,05.csv,30.2747575,120.210903,,1,停靠1次，累计30秒
bus_stop,钱江七苑,candidate,02.csv,30.2643122,120.2066946,,1,停靠1次，累计20秒
bus_stop,钱江路,candidate,04.csv,30.2580532,120.2082401,,1,停靠1次，累计50秒
bus_stop,闸弄口,candidate,03.csv,30.2873106,120.1878091,,1,停靠1次，累计110秒
bus_stop,闸弄口新村,candidate,03.csv,30.2779081,120.1869253,,1,停靠1次，累计70秒
bus_stop,骆家庄,candidate,03.csv,30.2887154,120.0965328,,1,停靠1次，累计50秒
bus_stop,龙翔桥,candidate,05.csv,30.2571141,120.159392,,1,停靠1次，累计70秒
traffic_signal,交通信号灯,,"01.csv,03.csv",30.3094077,120.2668223,,,距路线0.1米
traffic_signal,交通信号灯,,"01.csv,03.csv",30.3128173,120.2672715,,,距路线0.1米
traffic_signal,交通信号灯,,"01.csv,03.csv",30.3128204,120.2673778,,,距路线0.2米
traffic_signal,交通信号灯,,"01.csv,03.csv",30.3128738,120.2621392,,,距路线1.0米
traffic_signal,交通信号灯,,"01.csv,03.csv",30.308701,120.2620036,,,距路线1.2米
traffic_signal,交通信号灯,,"01.csv,03.csv",30.3129743,120.2673583,,,距路线1.3米
traffic_signal,交通信号灯,,"01.csv,03.csv",30.3094039,120.2669239,,,距路线2.1米
traffic_signal,交通信号灯,,"01.csv,03.csv",30.3085797,120.2620007,,,距路线3.0米
traffic_signal,交通信号灯,,"01.csv,03.csv",30.3086737,120.2618142,,,距路线3.2米
traffic_signal,交通信号灯,,"01.csv,03.csv",30.3110654,120.2693056,,,距路线3.4米
traffic_signal,交通信号灯,,"01.csv,03.csv",30.3130402,120.2621427,,,距路线4.8米
traffic_signal,交通信号灯,,"01.csv,03.csv",30.3129249,120.2715814,,,距路线4.9米
traffic_signal,交通信号灯,,"01.csv,03.csv",30.3085263,120.2618091,,,距路线12.6米
traffic_signal,交通信号灯,,"01.csv,03.csv",30.3092715,120.2668935,,,距路线12.8米
traffic_signal,交通信号灯,,"01.csv,03.csv",30.309277,120.2667942,,,距路线13.0米
traffic_signal,交通信号灯,,"01.csv,03.csv",30.3130061,120.27159,,,距路线13.8米
traffic_signal,交通信号灯,,"01.csv,03.csv",30.3125574,120.2719018,,,距路线36.5米
traffic_signal,交通信号灯,,"01.csv,03.csv",30.3131278,120.2719272,,,距路线42.3米
traffic_signal,交通信号灯,,02.csv,30.252234,120.2049503,,,距路线11.0米
traffic_signal,交通信号灯,,02.csv,30.2520483,120.2048623,,,距路线29.2米
traffic_signal,交通信号灯,,02.csv,30.263251,120.1668042,,,距路线35.6米
traffic_signal,交通信号灯,,02.csv,30.2632498,120.1667565,,,距路线40.0米
traffic_signal,交通信号灯,,02.csv,30.2520514,120.2051827,,,距路线40.9米
traffic_signal,交通信号灯,,02.csv,30.2519299,120.2050712,,,距路线46.1米
traffic_signal,交通信号灯,,02.csv,30.2662818,120.183182,,,距路线51.2米
traffic_signal,交通信号灯,,02.csv,30.2669541,120.1665783,,,距路线52.5米
traffic_signal,交通信号灯,,02.csv,30.2646283,120.2182302,,,距路线55.6米
traffic_signal,交通信号灯,,02.csv,30.2662033,120.1831705,,,距路线56.4米
traffic_signal,交通信号灯,,02.csv,30.2662658,120.1832857,,,距路线60.1米
traffic_signal,交通信号灯,,02.csv,30.2661889,120.1832741,,,距路线64.6米
traffic_signal,交通信号灯,,"02.csv,03.csv",30.2483826,120.1617005,,,距路线9.7米
traffic_signal,交通信号灯,,"02.csv,03.csv",30.248446,120.1616993,,,距路线9.7米
traffic_signal,交通信号灯,,"02.csv,03.csv",30.2482541,120.1618075,,,距路线9.8米
traffic_signal,交通信号灯,,"02.csv,03.csv",30.2481982,120.1618101,,,距路线15.9米
traffic_signal,交通信号灯,,"02.csv,03.csv",30.2482408,120.1598562,,,距路线17.4米
traffic_signal,交通信号灯,,"02.csv,03.csv",30.2482396,120.1597972,,,距路线19.4米
traffic_signal,交通信号灯,,"02.csv,03.csv",30.2483355,120.1598353,,,距路线21.4米
traffic_signal,交通信号灯,,"02.csv,03.csv",30.2483345,120.1597493,,,距路线29.6米
traffic_signal,交通信号灯,,"02.csv,03.csv,04.csv,05.csv",30.2602725,120.1705356,,,距路线0.4米
traffic_signal,交通信号灯,,"02.csv,03.csv,04.csv,05.csv",30.2604122,120.1670562,,,距路线0.5米
traffic_signal,交通信号灯,,"02.csv,03.csv,04.csv,05.csv",30.2602837,120.1717063,,,距路线0.7米
traffic_signal,交通信号灯,,"02.csv,03.csv,04.csv,05.csv",30.2604051,120.1760185,,,距路线1.5米
traffic_signal,交通信号灯,,"02.csv,03.csv,04.csv,05.csv",30.260353,120.165003,,,距路线1.7米
traffic_signal,交通信号灯,,"02.csv,03.csv,04.csv,05.csv",30.2604466,120.1634982,,,距路线1.7米
traffic_signal,交通信号灯,,"02.csv,03.csv,04.csv,05.csv",30.260279,120.1670568,,,距路线1.7米
traffic_signal,交通信号灯,,"02.csv,03.csv,04.csv,05.csv",30.2603904,120.1705514,,,距路线2.1米
traffic_signal,交通信号灯,,"02.csv,03.csv,04.csv,05.csv",30.260377,120.1717041,,,距路线2.7米
traffic_signal,交通信号灯,,"02.csv,03.csv,04.csv,05.csv",30.2604903,120.1649645,,,距路线3.4米
traffic_signal,交通信号灯,,"02.csv,03.csv,04.csv,05.csv",30.2602795,120.166783,,,距路线3.9米
traffic_signal,交通信号灯,,"02.csv,03.csv,04.csv,05.csv",30.2604088,120.1761358,,,距路线4.1米
traffic_signal,交通信号灯,,"02.csv,03.csv,04.csv,05.csv",30.2604459,120.1667922,,,距路线4.3米
traffic_signal,交通信号灯,,"02.csv,03.csv,04.csv,05.csv",30.2605771,120.1635338,,,距路线5.0米
traffic_signal,交通信号灯,,"02.csv,03.csv,04.csv,05.csv",30.2603265,120.1761403,,,距路线5.2米
traffic_signal,交通信号灯,,"02.csv,03.csv,04.csv,05.csv",30.2603057,120.1760204,,,距路线6.4米
traffic_signal,交通信号灯,,"02.csv,03.csv,05.csv",30.256496,120.1626206,,,距路线30.0米
traffic_signal,交通信号灯,,"02.csv,03.csv,05.csv",30.2564931,120.1625123,,,距路线36.5米
traffic_signal,交通信号灯,,"02.csv,03.csv,05.csv",30.2563829,120.1625881,,,距路线37.2米
traffic_signal,交通信号灯,,"02.csv,03.csv,05.csv",30.25638,120.1624821,,,距路线46.7米
traffic_signal,交通信号灯,,"02.csv,04.csv,05.csv",30.2402835,120.1674943,,,距路线0.6米
traffic_signal,交通信号灯,,"02.csv,04.csv,05.csv",30.2401714,120.1674691,,,距路线0.9米
traffic_signal,交通信号灯,,"02.csv,04.csv,05.csv",30.2729011,120.202906,,,距路线1.3米
traffic_signal,交通信号灯,,"02.csv,04.csv,05.csv",30.2387069,120.1721081,,,距路线1.3米
traffic_signal,交通信号灯,,"02.csv,04.csv,05.csv",30.260595,120.1570009,,,距路线1.8米
traffic_signal,交通信号灯,,"02.csv,04.csv,05.csv",30.2606362,120.1591311,,,距路线1.8米
traffic_signal,交通信号灯,,"02.csv,04.csv,05.csv",30.2607886,120.1591097,,,距路线1.8米
traffic_signal,交通信号灯,,"02.csv,04.csv,05.csv",30.2388569,120.1724278,,,距路线1.8米
traffic_signal,交通信号灯,,"02.csv,04.csv,05.csv",30.2607083,120.1568783,,,距路线2.0米
traffic_signal,交通信号灯,,"02.csv,04.csv,05.csv",30.2607906,120.1592291,,,距路线2.0米
traffic_signal,交通信号灯,,"02.csv,04.csv,05.csv",30.2402095,120.1672874,,,距路线2.5米
traffic_signal,交通信号灯,,"02.csv,04.csv,05.csv",30.2606401,120.1592593,,,距路线2.7米
traffic_signal,交通信号灯,,"02.csv,04.csv,05.csv",30.2403156,120.1673145,,,距路线3.3米
traffic_signal,交通信号灯,,"02.csv,04.csv,05.csv",30.2389325,120.1722424,,,距路线3.5米
traffic_signal,交通信号灯,,"02.csv,04.csv,05.csv",30.2728709,120.20306,,,距路线4.4米
traffic_signal,交通信号灯,,"02.csv,04.csv,05.csv",30.2463563,120.1901134,,,距路线5.4米
traffic_signal,交通信号灯,,"02.csv,04.csv,05.csv",30.2697836,120.1992067,,,距路线5.4米
traffic_signal,交通信号灯,,"02.csv,04.csv,05.csv",30.2600818,120.1997134,,,距路线5.6米
traffic_signal,交通信号灯,,"02.csv,04.csv,05.csv",30.2386346,120.1722767,,,距路线6.1米
traffic_signal,交通信号灯,,"02.csv,04.csv,05.csv",30.2599143,120.1997166,,,距路线6.8米
traffic_signal,交通信号灯,,"02.csv,04.csv,05.csv",30.2465119,120.1902036,,,距路线7.6米
traffic_signal,交通信号灯,,"02.csv,04.csv,05.csv",30.2525848,120.1850797,,,距路线22.2米
traffic_signal,交通信号灯,,"02.csv,05.csv",30.2603369,120.1828137,,,距路线18.6米
traffic_signal,交通信号灯,,"02.csv,05.csv",30.2600688,120.182819,,,距路线24.7米
traffic_signal,交通信号灯,,03.csv,30.2887494,120.0939417,,,距路线1.6米
traffic_signal,交通信号灯,,03.csv,30.2886678,120.0938632,,,距路线1.6米
traffic_signal,交通信号灯,,03.csv,30.2890366,120.1029438,,,距路线2.6米
traffic_signal,交通信号灯,,03.csv,30.277006,120.1744307,,,距路线2.9米
traffic_signal,交通信号灯,,03.csv,30.2847341,120.1723679,,,距路线4.1米
traffic_signal,交通信号灯,,03.csv,30.284227,120.1045055,,,距路线4.4米
traffic_signal,交通信号灯,,03.csv,30.2892132,120.1029048,,,距路线4.7米
traffic_signal,交通信号灯,,03.csv,30.3024066,120.0931033,,,距路线4.9米
traffic_signal,交通信号灯,,03.csv,30.282351,120.178018,,,距路线5.6米
traffic_signal,交通信号灯,,03.csv,30.2850008,120.1247022,,,距路线6.0米
traffic_signal,交通信号灯,,03.csv,30.2840841,120.104529,,,距路线6.4米
traffic_signal,交通信号灯,,03.csv,30.2849973,120.1246107,,,距路线7.2米
traffic_signal,交通信号灯,,03.csv,30.2886703,120.0939561,,,距路线7.3米
traffic_signal,交通信号灯,,03.csv,30.2778044,120.1811647,,,距路线8.1米
traffic_signal,交通信号灯,,03.csv,30.2887514,120.0938486,,,距路线8.7米
traffic_signal,交通信号灯,,03.csv,30.2777973,120.1809974,,,距路线8.9米
traffic_signal,交通信号灯,,03.csv,30.2842136,120.1043466,,,距路线9.5米
traffic_signal,交通信号灯,,03.csv,30.2840794,120.1043616,,,距路线9.7米
traffic_signal,交通信号灯,,03.csv,30.2823207,120.1778858,,,距路线10.3米
traffic_signal,交通信号灯,,03.csv,30.2809887,120.173069,,,距路线11.1米
traffic_signal,交通信号灯,,03.csv,30.2797269,120.1735228,,,距路线11.3米
traffic_signal,交通信号灯,,03.csv,30.2840414,120.1642287,,,距路线11.4米
traffic_signal,交通信号灯,,03.csv,30.2839134,120.1643312,,,距路线11.5米
traffic_signal,交通信号灯,,03.csv,30.2769024,120.174454,,,距路线11.7米
traffic_signal,交通信号灯,,03.csv,30.3024057,120.0932954,,,距路线12.3米
traffic_signal,交通信号灯,,03.csv,30.2499695,120.1596205,,,距路线12.7米
traffic_signal,交通信号灯,,03.csv,30.2819061,120.1248141,,,距路线13.1米
traffic_signal,交通信号灯,,03.csv,30.2773649,120.1743381,,,距路线13.7米
traffic_signal,交通信号灯,,03.csv,30.2810265,120.1732035,,,距路线14.0米
traffic_signal,交通信号灯,,03.csv,30.2892387,120.1030388,,,距路线14.2米
traffic_signal,交通信号灯,,03.csv,30.2904768,120.1725286,,,距路线14.3米
traffic_signal,交通信号灯,,03.csv,30.2890311,120.1030922,,,距路线14.5米
traffic_signal,交通信号灯,,03.csv,30.2847138,120.1721737,,,距路线15.6米
traffic_signal,交通信号灯,,03.csv,30.2848374,120.1721485,,,距路线15.6米
traffic_signal,交通信号灯,,03.csv,30.2668917,120.1761373,,,距路线16.4米
traffic_signal,交通信号灯,,03.csv,30.285277,120.1765148,,,距路线16.7米
traffic_signal,交通信号灯,,03.csv,30.2803342,120.1464879,,,距路线16.9米
traffic_signal,交通信号灯,,03.csv,30.2845492,120.1724076,,,距路线16.9米
traffic_signal,交通信号灯,,03.csv,30.2791303,120.1251778,,,距路线17.1米
traffic_signal,交通信号灯,,03.csv,30.3025176,120.093292,,,距路线17.1米
traffic_signal,交通信号灯,,03.csv,30.2770297,120.1746416,,,距路线17.4米
traffic_signal,交通信号灯,,03.csv,30.2668853,120.1760299,,,距路线20.9米
traffic_signal,交通信号灯,,03.csv,30.277382,120.1745285,,,距路线21.7米
traffic_signal,交通信号灯,,03.csv,30.2845387,120.1146415,,,距路线21.7米
traffic_signal,交通信号灯,,03.csv,30.3106992,120.2716728,,,距路线21.7米
traffic_signal,交通信号灯,,03.csv,30.2819114,120.1249253,,,距路线22.0米
traffic_signal,交通信号灯,,03.csv,30.279129,120.1250748,,,距路线23.6米
traffic_signal,交通信号灯,,03.csv,30.2845234,120.1722137,,,距路线24.0米
traffic_signal,交通信号灯,,03.csv,30.2772633,120.1743554,,,距路线25.0米
traffic_signal,交通信号灯,,03.csv,30.2796427,120.1737313,,,距路线25.1米
traffic_signal,交通信号灯,,03.csv,30.2776063,120.1811553,,,距路线25.2米
traffic_signal,交通信号灯,,03.csv,30.2852454,120.1763318,,,距路线25.7米
traffic_signal,交通信号灯,,03.csv,30.2844476,120.1146636,,,距路线26.0米
traffic_signal,交通信号灯,,03.csv,30.28493,120.1764956,,,距路线26.0米
traffic_signal,交通信号灯,,03.csv,30.2775924,120.1810514,,,距路线26.0米
traffic_signal,交通信号灯,,03.csv,30.2803627,120.1466099,,,距路线26.7米
traffic_signal,交通信号灯,,03.csv,30.2844564,120.172429,,,距路线27.3米
traffic_signal,交通信号灯,,03.csv,30.2797937,120.1366342,,,距路线27.5米
traffic_signal,交通信号灯,,03.csv,30.2844681,120.1147826,,,距路线27.8米
traffic_signal,交通信号灯,,03.csv,30.2907459,120.1723153,,,距路线28.4米
traffic_signal,交通信号灯,,03.csv,30.2816234,120.1526957,,,距路线28.9米
traffic_signal,交通信号灯,,03.csv,30.2847083,120.1189159,,,距路线29.1米
traffic_signal,交通信号灯,,03.csv,30.2843442,120.1124175,,,距路线29.7米
traffic_signal,交通信号灯,,03.csv,30.2844348,120.1722747,,,距路线30.2米
traffic_signal,交通信号灯,,03.csv,30.2849524,120.1766815,,,距路线30.4米
traffic_signal,交通信号灯,,03.csv,30.2772852,120.1745598,,,距路线31.0米
traffic_signal,交通信号灯,,03.csv,30.2845598,120.114775,,,距路线32.3米
traffic_signal,交通信号灯,,03.csv,30.279465,120.1313477,,,距路线32.7米
traffic_signal,交通信号灯,,03.csv,30.2794602,120.1312429,,,距路线33.9米
traffic_signal,交通信号灯,,03.csv,30.2906726,120.1725842,,,距路线34.5米
traffic_signal,交通信号灯,,03.csv,30.281066,120.1501566,,,距路线35.1米
traffic_signal,交通信号灯,,03.csv,30.2847973,120.1189157,,,距路线35.4米
traffic_signal,交通信号灯,,03.csv,30.2841647,120.1645487,,,距路线35.9米
traffic_signal,交通信号灯,,03.csv,30.2833663,120.160807,,,距路线37.4米
traffic_signal,交通信号灯,,03.csv,30.2840784,120.1645781,,,距路线39.0米
traffic_signal,交通信号灯,,03.csv,30.2844366,120.1124113,,,距路线39.0米
traffic_signal,交通信号灯,,03.csv,30.2838972,120.1646292,,,距路线39.2米
traffic_signal,交通信号灯,,03.csv,30.2834658,120.1607725,,,距路线41.2米
traffic_signal,交通信号灯,,03.csv,30.2810397,120.1500448,,,距路线42.7米
traffic_signal,交通信号灯,,03.csv,30.280117,120.1426752,,,距路线43.3米
traffic_signal,交通信号灯,,03.csv,30.2909038,120.1723577,,,距路线46.3米
traffic_signal,交通信号灯,,05.csv,30.2565472,120.1645077,,,距路线9.9米
traffic_signal,交通信号灯,,05.csv,30.2482389,120.1560885,,,距路线18.2米
traffic_signal,交通信号灯,,05.csv,30.24816,120.1560859,,,距路线18.6米
traffic_signal,交通信号灯,,05.csv,30.2564353,120.1645185,,,距路线21.5米
traffic_signal,交通信号灯,,05.csv,30.2483501,120.156085,,,距路线24.3米
traffic_signal,交通信号灯,,05.csv,30.2484144,120.1560885,,,距路线29.3米
traffic_signal,交通信号灯,,05.csv,30.2527394,120.1596244,,,距路线30.8米
traffic_signal,交通信号灯,,05.csv,30.252739,120.1595221,,,距路线35.7米
traffic_signal,交通信号灯,,05.csv,30.256393,120.1594682,,,距路线39.3米
traffic_signal,交通信号灯,,05.csv,30.2526525,120.1596271,,,距路线39.8米
traffic_signal,交通信号灯,,05.csv,30.2635079,120.1531083,,,距路线42.0米
traffic_signal,交通信号灯,,05.csv,30.2356286,120.1513098,,,距路线42.6米
traffic_signal,交通信号灯,,05.csv,30.2636491,120.153123,,,距路线45.3米
traffic_signal,交通信号灯,,05.csv,30.252625,120.1595042,,,距路线47.2米
traffic_signal,交通信号灯,,05.csv,30.2565964,120.1653026,,,距路线47.9米
traffic_signal,交通信号灯,,05.csv,30.256332,120.1593541,,,距路线51.0米
traffic_signal,交通信号灯,,05.csv,30.2562663,120.1594923,,,距路线51.0米
traffic_signal,交通信号灯,,05.csv,30.2398039,120.1538421,,,距路线52.6米
traffic_signal,交通信号灯,,05.csv,30.2564774,120.1653193,,,距路线53.3米
traffic_signal,交通信号灯,,05.csv,30.263675,120.1532252,,,距路线55.6米
traffic_signal,交通信号灯,,05.csv,30.2357718,120.1512186,,,距路线57.5米
traffic_signal,交通信号灯,,05.csv,30.2593507,120.1593333,,,距路线62.1米
traffic_signal,交通信号灯,,05.csv,30.2397544,120.1536191,,,距路线62.3米
traffic_signal,交通信号灯,,05.csv,30.2593483,120.159231,,,距路线65.9米
